action_type,combined_shot_type,minutes_remaining,period,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range
Driving Layup Shot,Layup,6,4,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Bank Shot,Jump Shot,5,4,53,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,5,4,11,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,1,4,19,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,9,1,47,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,9,1,41,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,5,1,20,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,1,27,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,46,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,2,8,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,5,3,23,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Jump Shot,Jump Shot,3,3,41,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,3,19,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,2,3,49,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,3,44,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Running Bank shot,Bank Shot,2,3,21,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,1,3,25,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,22,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,4,52,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,4,36,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,4,59,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,4,33,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Step Back Jump shot,Jump Shot,1,4,10,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,0,4,3,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,1,43,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,53,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,0,2,32,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,3,22,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,9,3,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,4,3,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,3,54,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,3,32,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Finger Roll Layup Shot,Layup,0,3,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,4,4,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,4,39,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Layup Shot,Layup,0,4,18,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,10,1,50,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,7,1,29,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Step Back Jump shot,Jump Shot,7,1,27,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,1,50,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,1,30,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,1,0,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Bank Shot,Jump Shot,11,2,40,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,2,10,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,8,2,52,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,58,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,3,2,7,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,2,39,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,0,2,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,10,3,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Bank Shot,Jump Shot,5,3,22,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,59,12,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,27,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,4,3,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Pullup Jump shot,Jump Shot,11,4,24,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,10,4,47,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,7,4,12,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,5,4,47,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,5,4,0,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,4,1,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,22,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,27,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,59,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,2,8,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,2,4,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,3,2,47,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,2,25,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Running Hook Shot,Hook Shot,1,2,45,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,2,41,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Layup Shot,Layup,10,3,28,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,10,3,16,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,3,8,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,3,22,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,4,58,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Layup Shot,Layup,3,4,47,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Bank shot,Bank Shot,1,4,31,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,4,12,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,7,1,45,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Step Back Jump shot,Jump Shot,6,1,11,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,2,18,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Layup Shot,Layup,4,2,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,2,8,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,2,20,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,9,3,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,3,16,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,3,41,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,3,33,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,3,52,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,0,3,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,4,51,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,4,0,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,10,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,4,42,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,1,4,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,4,16,14,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,4,7,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,8,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,4,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Turnaround Jump Shot,Jump Shot,2,1,38,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,2,10,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,6,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,27,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,19,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Hook Shot,Hook Shot,8,3,44,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Driving Finger Roll Layup Shot,Layup,8,3,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,6,3,44,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,3,11,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Driving Layup Shot,Layup,2,3,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,3,48,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,4,3,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Layup Shot,Layup,10,4,27,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Floating Jump shot,Jump Shot,9,4,19,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,7,4,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,4,0,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Driving Slam Dunk Shot,Dunk,6,4,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,5,4,40,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,4,15,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,1,39,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,2,31,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,2,57,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,2,35,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Reverse Layup Shot,Layup,2,3,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,2,3,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,50,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,4,36,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,2,4,11,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,0,4,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,11,1,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Reverse Layup Shot,Layup,6,1,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,1,36,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,1,2,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,57,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,3,55,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,3,57,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,3,25,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,49,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,17,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,1,27,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,7,2,35,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,3,2,54,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,2,19,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,2,16,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,5,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,5,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,3,7,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Bank Shot,Jump Shot,6,3,34,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,5,3,23,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,3,49,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,1,29,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,12,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,2,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,36,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,4,2,14,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Slam Dunk Shot,Dunk,3,2,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,2,23,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,1,2,1,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Pullup Jump shot,Jump Shot,10,3,57,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,8,3,6,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Layup Shot,Layup,7,3,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,3,22,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Tip Shot,Tip Shot,4,3,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,3,13,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,4,47,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,10,4,42,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Fadeaway Bank shot,Jump Shot,8,4,11,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,4,29,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Turnaround Fadeaway shot,Jump Shot,2,4,22,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Turnaround Fadeaway shot,Jump Shot,1,4,40,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,4,12,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,4,5,37,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,5,25,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Finger Roll Layup Shot,Layup,2,5,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Pullup Jump shot,Jump Shot,0,5,51,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Pullup Jump shot,Jump Shot,9,1,24,23,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,9,1,0,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Floating Jump shot,Jump Shot,8,1,28,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,7,1,59,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,6,1,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,38,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,1,55,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,4,2,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,2,18,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,2,44,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,3,3,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,4,3,44,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Pullup Jump shot,Jump Shot,4,3,10,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,3,24,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,1,3,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Step Back Jump shot,Jump Shot,0,3,59,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Step Back Jump shot,Jump Shot,4,4,3,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,3,4,8,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,8,1,25,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,7,1,6,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,1,44,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Driving Dunk Shot,Dunk,7,2,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,5,2,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,3,2,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,2,2,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,11,3,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,10,3,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,10,3,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,6,3,34,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,3,5,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Floating Jump shot,Jump Shot,0,3,11,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,5,4,21,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,4,25,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Bank Shot,Jump Shot,2,4,45,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,11,1,16,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,1,41,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,1,55,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,1,29,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,3,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,7,1,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,1,35,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,3,1,56,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,1,35,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,0,1,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,2,5,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,6,2,27,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,2,4,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Dunk Shot,Dunk,5,2,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Running Jump Shot,Jump Shot,4,2,2,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,2,2,42,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Dunk Shot,Dunk,1,2,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,2,6,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Driving Layup Shot,Layup,0,2,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,13,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,3,39,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Running Jump Shot,Jump Shot,8,3,17,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Fadeaway Jump Shot,Jump Shot,7,3,7,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,5,3,10,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,4,3,30,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,4,32,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,6,4,33,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,6,4,17,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,4,24,12,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Pullup Jump shot,Jump Shot,10,1,11,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,9,1,8,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Turnaround Fadeaway shot,Jump Shot,8,1,41,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,1,21,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
